ID da Transação,ID do Cliente,Data da Transação,Valor Total,Número de Parcelas,Valor da Parcela,Taxa de Juros
8172,469,2020-03-15,14799,23,643.43,1.87
8173,473,2022-05-29,10422,8,1302.75,4.54
8174,4686,2019-12-18,2792,7,398.86,4.99
8175,2122,2020-10-16,11342,19,596.95,2.34
8176,2531,2018-10-25,9707,24,404.46,3.91
8177,4497,2020-03-26,3015,16,188.44,1.88
8178,2094,2018-09-10,7882,10,788.2,4.48
8179,2150,2019-10-31,3622,17,213.06,1.77
8180,2430,2018-07-05,8306,12,692.17,4.0
8181,3088,2019-09-03,9066,10,906.6,1.93
8182,1532,2021-09-04,13832,15,922.13,3.14
8183,4692,2021-01-08,10757,24,448.21,2.88
8184,3756,2018-07-15,5207,11,473.36,3.49
8185,1174,2022-07-28,10667,11,969.73,4.46
8186,2266,2018-05-11,13612,17,800.71,0.5
8187,434,2019-12-03,12210,13,939.23,4.94
8188,3824,2020-01-01,1916,22,87.09,1.18
8189,1049,2023-10-21,12951,20,647.55,1.19
8190,3686,2023-01-24,2194,13,168.77,1.29
8191,601,2023-10-17,1389,18,77.17,0.95
8192,2432,2020-01-28,10735,23,466.74,3.46
8193,2922,2018-01-25,14571,12,1214.25,2.07
8194,4020,2019-07-19,8686,6,1447.67,0.56
8195,573,2019-03-13,7592,9,843.56,4.51
8196,3727,2020-10-28,2440,23,106.09,1.89
8197,1044,2021-05-27,12621,10,1262.1,4.64
8198,2021,2019-12-17,7296,22,331.64,1.07
8199,2187,2021-06-18,1065,15,71.0,2.46
8200,94,2023-05-04,7891,16,493.19,0.86
8201,4614,2019-12-28,8226,6,1371.0,3.89
8202,2224,2023-12-31,10746,10,1074.6,0.01
8203,4465,2020-02-14,9751,20,487.55,2.88
8204,465,2020-07-09,12826,21,610.76,4.53
8205,4812,2022-04-24,11739,12,978.25,4.64
8206,3791,2020-11-24,14934,7,2133.43,4.5
8207,4657,2021-06-19,2402,7,343.14,4.69
8208,3088,2020-11-26,10170,10,1017.0,2.26
8209,4824,2023-08-15,11230,15,748.67,1.09
8210,392,2018-09-23,14245,15,949.67,1.7
8211,3603,2019-10-10,14285,23,621.09,1.61
8212,4544,2021-09-17,8376,15,558.4,5.0
8213,3017,2018-02-04,11564,22,525.64,4.21
8214,4402,2018-12-10,8203,14,585.93,2.94
8215,2432,2018-01-25,3660,12,305.0,1.58
8216,2404,2020-02-28,3043,19,160.16,4.51
8217,4480,2018-12-17,7239,13,556.85,0.5
8218,671,2018-01-12,6986,14,499.0,3.64
8219,291,2019-11-08,11902,24,495.92,1.33
8220,3274,2020-08-26,1926,17,113.29,2.92
8221,760,2018-04-02,9654,17,567.88,3.41
8222,556,2022-11-17,1654,16,103.38,1.81
8223,3093,2022-10-28,6879,10,687.9,2.36
8224,3893,2023-07-12,6005,14,428.93,2.47
8225,2548,2018-04-04,1512,10,151.2,4.28
8226,1954,2020-12-26,4074,7,582.0,4.45
8227,1867,2019-10-23,10917,21,519.86,2.34
8228,1451,2022-07-03,1958,8,244.75,4.6
8229,4575,2022-12-22,8541,12,711.75,4.06
8230,2034,2019-09-25,8953,9,994.78,4.53
8231,2620,2021-07-23,10925,13,840.38,0.27
8232,241,2018-08-16,14245,21,678.33,4.58
8233,2067,2018-04-29,12646,10,1264.6,2.53
8234,917,2019-08-17,2520,23,109.57,0.06
8235,797,2019-12-11,5325,24,221.88,1.06
8236,4953,2018-07-23,9503,14,678.79,4.82
8237,4435,2022-12-28,4670,14,333.57,0.93
8238,486,2018-10-03,7425,13,571.15,4.65
8239,4049,2022-05-06,13497,10,1349.7,3.56
8240,984,2020-09-12,6913,11,628.45,4.11
8241,953,2019-02-18,12390,18,688.33,4.03
8242,2529,2022-05-25,5978,10,597.8,3.32
8243,658,2021-06-24,7720,16,482.5,0.97
8244,1780,2018-07-09,14911,10,1491.1,3.45
8245,1807,2021-03-20,4895,6,815.83,4.34
8246,3580,2020-01-30,12670,16,791.88,4.32
8247,4558,2018-02-08,12831,18,712.83,2.78
8248,604,2019-08-13,3302,17,194.24,1.31
8249,152,2020-12-31,14168,14,1012.0,0.51
8250,956,2021-08-26,8573,10,857.3,4.09
8251,2374,2021-08-31,13149,12,1095.75,1.34
8252,567,2022-04-26,14023,24,584.29,3.48
8253,3055,2021-01-26,4298,16,268.62,4.72
8254,1030,2022-10-31,5918,19,311.47,0.03
8255,796,2023-02-08,3294,13,253.38,1.02
8256,234,2019-05-19,14151,16,884.44,1.1
8257,4512,2023-08-03,14442,9,1604.67,3.45
8258,3181,2020-08-14,6305,23,274.13,3.66
8259,2780,2022-10-10,10823,22,491.95,0.21
8260,1288,2022-03-15,5160,17,303.53,1.67
8261,498,2021-10-19,9209,12,767.42,0.46
8262,606,2023-11-19,13030,7,1861.43,0.56
8263,1561,2019-06-01,7066,12,588.83,4.56
8264,4572,2022-10-21,3639,11,330.82,1.67
8265,4875,2021-06-29,8853,14,632.36,3.58
8266,2543,2022-05-24,2055,13,158.08,4.65
8267,1754,2020-02-10,7481,23,325.26,2.28
8268,4398,2020-08-02,14510,13,1116.15,1.35
8269,4745,2022-10-31,13505,12,1125.42,2.03
8270,2664,2021-04-29,10495,12,874.58,3.52
8271,1232,2021-06-11,8148,20,407.4,0.28
8272,631,2021-09-23,14293,6,2382.17,2.8
8273,152,2023-08-29,1083,24,45.12,0.12
8274,4314,2019-03-07,3189,12,265.75,1.97
8275,4054,2018-01-17,1002,12,83.5,1.94
8276,2714,2021-10-29,2061,19,108.47,4.95
8277,604,2018-09-15,1099,9,122.11,4.31
8278,119,2019-03-22,7908,15,527.2,3.99
8279,824,2019-11-28,2343,14,167.36,4.97
8280,467,2021-08-12,4821,20,241.05,0.09
8281,3620,2023-03-18,10660,17,627.06,3.26
8282,2196,2021-05-08,14708,19,774.11,1.07
8283,245,2022-03-20,2017,14,144.07,4.65
8284,4994,2022-10-28,3895,18,216.39,3.83
8285,3056,2022-07-30,4899,22,222.68,0.57
8286,3684,2021-12-09,14701,10,1470.1,3.97
8287,232,2019-08-17,5829,9,647.67,0.13
8288,2820,2019-03-06,8505,19,447.63,1.89
8289,4901,2018-03-07,2073,6,345.5,4.72
8290,1862,2019-03-06,10121,15,674.73,0.27
8291,3339,2018-04-03,14658,6,2443.0,0.58
8292,4034,2018-02-09,12742,21,606.76,4.97
8293,4487,2023-09-26,10454,10,1045.4,1.95
8294,4764,2021-01-21,1469,15,97.93,2.01
8295,3520,2023-01-18,13696,9,1521.78,0.28
8296,4960,2023-09-29,5583,6,930.5,2.22
8297,552,2018-05-25,13981,9,1553.44,3.98
8298,4531,2022-09-11,14174,15,944.93,3.35
8299,2212,2020-12-10,5166,12,430.5,2.93
8300,687,2022-12-04,6924,16,432.75,4.44
8301,3819,2018-09-23,9229,16,576.81,4.75
8302,2023,2023-08-16,2388,15,159.2,2.38
8303,3076,2021-08-01,13955,15,930.33,4.24
8304,3627,2023-02-02,8361,15,557.4,2.26
8305,2547,2020-05-17,12045,20,602.25,0.19
8306,106,2019-08-07,9271,16,579.44,4.01
8307,3486,2021-06-13,11632,17,684.24,1.59
8308,3243,2020-06-28,9087,16,567.94,1.47
8309,2289,2018-03-27,7242,13,557.08,2.93
8310,1526,2019-04-27,13724,6,2287.33,2.94
8311,4565,2022-05-12,8777,9,975.22,1.43
8312,3352,2019-07-10,4770,14,340.71,4.48
8313,3503,2022-12-19,13585,14,970.36,0.63
8314,1831,2021-05-08,3394,9,377.11,4.34
8315,3102,2021-07-08,7574,8,946.75,4.35
8316,265,2020-08-16,8748,22,397.64,2.74
8317,481,2020-04-15,4134,11,375.82,2.58
8318,4754,2022-03-18,9796,17,576.24,0.62
8319,3585,2021-12-01,14024,16,876.5,3.37
8320,2762,2022-09-23,8901,23,387.0,3.54
8321,4556,2020-12-23,6227,18,345.94,3.39
8322,549,2022-03-10,1232,7,176.0,0.29
8323,4561,2018-02-02,8583,24,357.62,1.05
8324,2568,2023-02-11,5995,7,856.43,1.26
8325,1497,2020-03-24,11225,11,1020.45,0.01
8326,3256,2018-08-21,5859,7,837.0,0.55
8327,500,2019-01-14,7493,9,832.56,1.58
8328,22,2022-05-21,7802,15,520.13,1.09
8329,272,2021-04-26,12631,13,971.62,1.96
8330,3864,2022-01-23,8207,10,820.7,1.54
8331,1083,2018-08-26,9730,6,1621.67,1.84
8332,371,2020-10-30,2201,11,200.09,2.71
8333,2402,2023-02-23,10969,15,731.27,1.27
8334,873,2023-12-16,4275,22,194.32,4.65
8335,1919,2022-05-30,12107,20,605.35,0.47
8336,2390,2020-12-28,8580,6,1430.0,3.26
8337,30,2018-11-26,7305,16,456.56,1.12
8338,1149,2021-06-23,1414,24,58.92,1.12
8339,2501,2022-08-03,3395,7,485.0,2.3
8340,2887,2022-06-14,10671,12,889.25,0.31
8341,691,2023-10-07,2355,17,138.53,3.25
8342,3661,2023-02-14,7528,16,470.5,3.08
8343,290,2022-12-16,8581,21,408.62,4.15
8344,4122,2021-03-11,11439,6,1906.5,4.79
8345,1786,2018-10-08,1488,18,82.67,3.33
8346,1107,2022-09-08,1907,18,105.94,1.65
8347,1738,2020-03-06,7985,8,998.12,0.03
8348,1043,2018-12-31,9996,21,476.0,3.73
8349,3459,2019-12-17,6046,7,863.71,4.01
8350,3799,2019-10-19,3624,15,241.6,1.59
8351,4493,2018-05-11,8076,22,367.09,3.78
8352,2063,2020-09-11,14953,17,879.59,4.84
8353,1198,2018-08-09,5709,22,259.5,3.27
8354,905,2019-03-30,1420,14,101.43,1.05
8355,1632,2022-05-10,3461,20,173.05,3.52
8356,2320,2022-05-17,8538,6,1423.0,2.94
8357,2432,2022-04-27,7311,24,304.62,4.87
8358,4112,2021-03-06,13216,7,1888.0,2.67
8359,4459,2022-12-13,2583,13,198.69,3.93
8360,3710,2020-03-22,6088,17,358.12,0.13
8361,367,2022-10-02,6022,16,376.38,0.89
8362,806,2022-04-14,11699,7,1671.29,4.8
8363,1598,2022-04-27,12906,14,921.86,2.17
8364,3416,2022-02-16,10700,18,594.44,2.02
8365,2631,2018-07-30,14384,6,2397.33,3.4
8366,2409,2019-07-10,2230,8,278.75,1.84
8367,2747,2019-05-11,1001,16,62.56,3.4
8368,664,2021-01-30,13276,16,829.75,2.57
8369,3254,2019-08-31,6231,12,519.25,2.47
8370,958,2021-12-07,3725,6,620.83,1.36
8371,832,2019-12-29,14253,19,750.16,2.7
8372,2095,2019-02-14,7639,6,1273.17,1.73
8373,1666,2020-08-03,3400,15,226.67,1.94
8374,1332,2020-02-19,4720,13,363.08,1.19
8375,3395,2023-01-14,9363,12,780.25,1.61
8376,1442,2022-07-05,10361,9,1151.22,1.79
8377,1294,2021-11-28,5135,12,427.92,0.03
8378,3594,2023-10-13,9339,7,1334.14,2.4
8379,2290,2022-02-18,9965,15,664.33,4.05
8380,3698,2018-12-28,1919,10,191.9,4.87
8381,2070,2021-06-20,5984,9,664.89,4.56
8382,2054,2022-10-12,7037,10,703.7,2.77
8383,1292,2021-09-15,13334,16,833.38,0.88
8384,3804,2021-01-25,2083,20,104.15,0.64
8385,416,2021-08-04,14818,8,1852.25,3.66
8386,3974,2020-03-09,4753,20,237.65,3.67
8387,4445,2023-03-29,9001,24,375.04,2.8
8388,2775,2023-06-14,9918,15,661.2,1.59
8389,963,2019-10-15,2783,19,146.47,0.52
8390,2309,2022-06-11,5716,6,952.67,1.02
8391,891,2019-06-29,10034,17,590.24,4.27
8392,4704,2019-06-12,1844,21,87.81,4.62
8393,1923,2023-06-10,7574,24,315.58,1.46
8394,2582,2019-12-27,9681,18,537.83,1.61
8395,3409,2023-07-11,1021,18,56.72,2.47
8396,4143,2018-07-25,14624,16,914.0,1.24
8397,3286,2020-05-24,4132,8,516.5,4.92
8398,574,2019-06-05,2326,16,145.38,4.04
8399,3108,2022-05-06,14238,11,1294.36,0.06
8400,2478,2020-02-26,14388,24,599.5,4.08
8401,2747,2022-01-23,2884,22,131.09,4.6
8402,249,2018-08-12,11779,24,490.79,2.43
8403,232,2020-11-15,9412,23,409.22,4.8
8404,713,2018-10-19,9945,13,765.0,3.19
8405,4395,2022-09-05,11208,23,487.3,1.55
8406,903,2019-09-15,2156,10,215.6,0.41
8407,1441,2018-12-31,4382,12,365.17,0.82
8408,2287,2022-02-09,1822,12,151.83,0.4
8409,4947,2019-03-10,9247,24,385.29,4.81
8410,194,2019-10-16,3629,24,151.21,1.91
8411,3542,2022-10-21,6529,6,1088.17,0.53
8412,3798,2022-09-02,8996,21,428.38,3.96
8413,4698,2023-07-24,11129,16,695.56,1.8
8414,2620,2023-09-05,8564,9,951.56,0.97
8415,4166,2019-04-19,11715,9,1301.67,1.95
8416,2390,2019-05-12,9719,21,462.81,1.16
8417,3318,2019-06-27,3941,17,231.82,0.81
8418,4326,2020-09-18,11645,15,776.33,3.27
8419,3690,2022-06-26,4792,19,252.21,2.38
8420,4089,2019-11-13,6813,14,486.64,4.77
8421,3639,2019-03-04,10453,19,550.16,1.95
8422,4495,2019-04-24,8640,8,1080.0,2.11
8423,4754,2020-10-09,12026,23,522.87,0.69
8424,1588,2020-12-02,13876,17,816.24,3.01
8425,44,2019-06-06,14142,20,707.1,0.21
8426,3981,2021-12-09,8299,13,638.38,0.09
8427,3198,2019-09-20,3469,10,346.9,3.26
8428,1802,2018-03-05,13903,20,695.15,4.77
8429,2935,2018-05-24,13326,14,951.86,3.47
8430,405,2019-05-06,12539,24,522.46,2.24
8431,2726,2023-11-20,9123,9,1013.67,2.48
8432,543,2019-10-08,14314,15,954.27,3.85
8433,4951,2018-12-06,12966,16,810.38,4.47
8434,1061,2019-04-03,14375,13,1105.77,2.61
8435,2140,2022-03-24,12324,11,1120.36,3.67
8436,4228,2023-10-20,11285,9,1253.89,1.82
8437,3499,2023-11-01,14412,13,1108.62,4.65
8438,1656,2022-06-28,1339,14,95.64,1.61
8439,794,2021-12-20,6922,18,384.56,1.57
8440,418,2020-11-26,12777,9,1419.67,1.0
8441,4492,2020-08-06,8275,7,1182.14,1.8
8442,1338,2022-12-08,10034,11,912.18,1.4
8443,3399,2018-07-30,8312,9,923.56,3.16
8444,195,2020-10-27,3901,24,162.54,1.43
8445,3892,2018-07-29,5296,24,220.67,1.1
8446,4560,2021-09-09,12155,8,1519.38,0.49
8447,4795,2020-08-28,10842,14,774.43,4.54
8448,597,2021-11-21,12797,9,1421.89,0.09
8449,1525,2022-04-13,13936,7,1990.86,3.29
8450,2597,2021-05-10,12118,7,1731.14,1.6
8451,1135,2021-07-28,11578,10,1157.8,3.27
8452,544,2020-03-17,1901,14,135.79,3.97
8453,3816,2021-10-22,6208,12,517.33,4.21
8454,2668,2020-12-17,12671,23,550.91,4.86
8455,644,2018-11-03,6511,22,295.95,1.27
8456,100,2023-06-24,8414,20,420.7,4.6
8457,245,2023-04-04,4109,12,342.42,2.61
8458,2977,2023-01-15,4317,6,719.5,2.64
8459,436,2023-03-03,14052,18,780.67,0.79
8460,3573,2019-12-11,13702,16,856.38,3.22
8461,322,2020-04-24,9410,19,495.26,1.9
8462,4256,2021-06-21,8603,22,391.05,4.32
8463,1715,2021-07-10,6026,22,273.91,0.14
8464,3100,2018-04-27,12095,16,755.94,0.04
8465,1735,2020-10-31,3976,21,189.33,3.06
8466,4361,2021-08-19,10104,19,531.79,3.92
8467,967,2020-05-31,4477,12,373.08,3.09
8468,2525,2018-08-15,8178,9,908.67,4.65
8469,825,2023-04-26,2613,14,186.64,3.32
8470,510,2018-05-11,11757,13,904.38,4.42
8471,1946,2019-10-31,10254,10,1025.4,4.12
8472,3346,2018-01-02,10814,20,540.7,0.71
8473,3454,2020-02-21,5585,24,232.71,3.25
8474,2887,2018-03-15,10143,7,1449.0,3.61
8475,2110,2020-11-09,7765,24,323.54,0.66
8476,594,2019-08-02,3456,8,432.0,1.88
8477,3854,2020-12-31,7227,16,451.69,3.81
8478,4827,2018-07-26,14050,23,610.87,2.33
8479,4115,2020-08-27,5334,10,533.4,4.09
8480,2999,2021-06-09,7865,9,873.89,0.43
8481,782,2021-05-31,6607,18,367.06,1.98
8482,2671,2022-10-28,1790,8,223.75,2.41
8483,2224,2018-04-24,4536,21,216.0,1.0
8484,1314,2019-01-25,12337,18,685.39,2.43
8485,1829,2020-09-28,7770,22,353.18,4.59
8486,4644,2021-04-17,13215,12,1101.25,1.1
8487,1599,2020-05-16,5391,12,449.25,1.08
8488,1188,2021-09-09,5865,24,244.38,4.7
8489,816,2022-09-15,7198,12,599.83,2.56
8490,4830,2023-05-04,8671,7,1238.71,0.4
8491,4472,2023-09-03,2768,9,307.56,0.82
8492,4721,2020-09-29,7634,22,347.0,4.81
8493,3369,2022-10-15,14857,18,825.39,0.24
8494,273,2022-11-28,8541,14,610.07,4.12
8495,4508,2018-10-18,4287,12,357.25,2.61
8496,4555,2020-11-08,9934,8,1241.75,0.24
8497,292,2019-02-13,7748,13,596.0,4.63
8498,353,2020-12-10,12040,12,1003.33,0.52
8499,2818,2019-03-08,7441,10,744.1,0.74
8500,4768,2021-05-05,10508,12,875.67,3.92
8501,4406,2023-03-22,13165,12,1097.08,1.8
8502,3576,2019-02-21,11630,6,1938.33,0.02
8503,344,2019-01-20,3886,15,259.07,3.46
8504,2830,2020-10-30,4235,23,184.13,2.07
8505,3709,2018-01-28,8154,23,354.52,3.88
8506,3984,2022-12-15,14681,7,2097.29,0.01
8507,2543,2020-03-17,11002,15,733.47,1.11
8508,4481,2018-11-15,8953,22,406.95,4.9
8509,3961,2022-09-18,8625,17,507.35,3.77
8510,3547,2023-05-14,2180,16,136.25,3.12
8511,4539,2022-01-03,12667,18,703.72,4.2
8512,4891,2021-05-28,2557,11,232.45,0.44
8513,1421,2020-05-09,1813,14,129.5,4.51
8514,4402,2018-06-01,7551,13,580.85,2.02
8515,4748,2018-07-19,10232,14,730.86,1.98
8516,3945,2021-10-24,1461,11,132.82,1.73
8517,953,2021-11-15,1472,8,184.0,4.22
8518,3680,2020-12-03,2952,24,123.0,3.68
8519,1542,2022-11-24,9491,12,790.92,1.23
8520,2876,2018-01-30,3935,22,178.86,4.73
8521,2812,2022-06-08,8942,19,470.63,1.61
8522,4608,2018-07-17,5182,15,345.47,3.25
8523,4358,2019-09-25,11664,22,530.18,1.75
8524,3850,2022-07-12,12831,13,987.0,1.74
8525,496,2018-01-15,6241,24,260.04,1.22
8526,1477,2018-09-30,7548,22,343.09,3.63
8527,750,2018-04-16,13579,12,1131.58,0.09
8528,3971,2022-05-08,8961,10,896.1,2.19
8529,1574,2022-09-24,5647,22,256.68,0.74
8530,1693,2023-06-13,12255,19,645.0,4.01
8531,1400,2022-11-21,5923,23,257.52,1.28
8532,3081,2021-03-11,13662,8,1707.75,3.99
8533,1772,2023-07-18,8723,21,415.38,0.78
8534,2747,2021-07-23,10841,19,570.58,1.61
8535,4810,2022-10-16,5096,8,637.0,2.79
8536,4592,2022-05-16,2561,10,256.1,4.89
8537,4088,2023-11-12,11531,11,1048.27,3.49
8538,502,2018-10-15,3442,12,286.83,0.5
8539,4969,2023-12-14,3751,19,197.42,3.08
8540,4639,2022-02-02,10465,22,475.68,3.33
8541,3531,2020-09-04,5999,11,545.36,3.75
8542,3835,2022-01-25,2556,6,426.0,2.48
8543,3837,2023-10-18,5980,22,271.82,2.95
8544,3416,2021-11-12,1821,23,79.17,0.62
8545,3770,2020-11-22,9716,6,1619.33,3.65
8546,4625,2021-03-12,3009,17,177.0,4.48
8547,1110,2020-05-08,14500,19,763.16,4.25
8548,4249,2018-11-05,4027,19,211.95,0.58
8549,779,2019-06-20,14289,13,1099.15,3.26
8550,3863,2022-06-13,2865,24,119.38,0.22
8551,4656,2019-02-12,5638,22,256.27,0.04
8552,759,2023-01-23,6859,17,403.47,0.51
8553,4953,2021-05-06,10795,20,539.75,4.79
8554,2430,2018-11-25,13848,6,2308.0,2.58
8555,4369,2020-07-23,8164,8,1020.5,0.74
8556,1103,2018-11-08,10491,6,1748.5,1.59
8557,396,2020-12-31,9792,19,515.37,4.38
8558,4617,2022-09-19,10853,12,904.42,4.32
8559,2741,2022-10-04,4840,14,345.71,0.01
8560,1456,2023-03-15,6531,7,933.0,0.16
8561,3468,2019-02-11,9811,11,891.91,4.8
8562,1416,2023-05-09,5303,15,353.53,1.61
8563,1593,2020-07-16,3214,7,459.14,4.73
8564,524,2020-05-23,3018,24,125.75,4.68
8565,2099,2023-03-05,7294,16,455.88,1.01
8566,1719,2023-02-08,14935,22,678.86,1.7
8567,1798,2022-08-12,14514,12,1209.5,0.27
8568,3872,2021-02-25,2441,24,101.71,2.02
8569,1453,2020-03-10,9188,11,835.27,3.64
8570,2828,2020-05-08,13638,23,592.96,1.25
8571,2464,2019-04-08,13913,11,1264.82,1.93
8572,3232,2023-09-20,13547,6,2257.83,1.2
8573,4651,2022-09-13,5112,13,393.23,0.11
8574,2539,2019-02-13,8033,23,349.26,2.08
8575,4171,2023-01-23,6782,21,322.95,4.33
8576,3195,2021-04-08,4551,11,413.73,3.18
8577,3152,2018-05-07,3387,7,483.86,0.59
8578,4097,2020-08-09,7620,20,381.0,0.08
8579,3116,2019-12-31,9766,24,406.92,2.59
8580,2756,2018-04-06,9443,16,590.19,2.29
8581,298,2023-10-16,12677,6,2112.83,2.92
8582,4667,2022-05-25,14511,12,1209.25,4.16
8583,624,2021-11-21,2783,8,347.88,3.58
8584,3560,2021-10-12,8288,11,753.45,4.34
8585,4123,2018-11-11,5843,11,531.18,4.59
8586,3873,2018-06-21,1525,11,138.64,1.91
8587,171,2022-01-04,12899,12,1074.92,4.79
8588,2640,2023-08-22,3493,22,158.77,1.31
8589,2896,2018-08-15,13168,10,1316.8,3.22
8590,3823,2021-10-11,6612,16,413.25,0.58
8591,2937,2023-01-21,10077,20,503.85,1.67
8592,1542,2020-01-04,14588,7,2084.0,1.27
8593,4866,2022-01-20,11360,9,1262.22,0.11
8594,2839,2020-04-16,5555,18,308.61,3.23
8595,3873,2019-12-19,10828,17,636.94,2.36
8596,1373,2021-01-17,12336,21,587.43,4.47
8597,4927,2020-04-20,14691,24,612.12,1.12
8598,2537,2022-01-05,14557,18,808.72,1.7
8599,954,2020-08-06,3817,22,173.5,4.87
8600,1601,2022-06-08,2778,22,126.27,2.98
8601,2187,2020-02-26,4708,15,313.87,0.46
8602,1966,2019-09-10,1194,8,149.25,2.73
8603,3608,2022-04-25,11466,20,573.3,1.56
8604,2612,2021-07-24,6078,7,868.29,0.66
8605,789,2020-03-18,14569,8,1821.12,4.73
8606,968,2022-03-07,3172,16,198.25,0.02
8607,2768,2022-12-24,10789,13,829.92,2.71
8608,3920,2022-09-23,5269,12,439.08,3.66
8609,1237,2018-10-27,7049,16,440.56,4.58
8610,3459,2023-01-22,11995,18,666.39,0.19
8611,4423,2018-03-13,14729,13,1133.0,1.91
8612,4697,2022-06-25,3092,16,193.25,4.92
8613,1232,2021-03-05,2201,9,244.56,4.26
8614,1504,2021-12-16,7144,7,1020.57,2.56
8615,1481,2018-03-24,11991,11,1090.09,0.01
8616,1463,2022-03-19,2115,21,100.71,1.95
8617,4342,2022-02-09,13662,6,2277.0,1.44
8618,1472,2018-11-06,4457,19,234.58,4.45
8619,3137,2023-03-16,12966,16,810.38,4.83
8620,4654,2018-01-28,9349,13,719.15,1.03
8621,4698,2021-06-14,10576,11,961.45,2.35
8622,546,2019-02-28,12502,10,1250.2,1.93
8623,173,2022-05-21,12604,23,548.0,1.75
8624,4989,2022-06-24,9194,23,399.74,1.88
8625,1128,2019-01-04,14330,14,1023.57,3.03
8626,630,2020-12-14,4175,15,278.33,0.76
8627,351,2021-11-21,7932,7,1133.14,3.7
8628,2777,2023-06-01,13836,21,658.86,3.72
8629,3017,2022-08-15,5707,16,356.69,2.06
8630,368,2022-11-15,10359,14,739.93,2.75
8631,626,2023-02-07,6331,13,487.0,3.99
8632,4855,2023-03-15,6549,22,297.68,1.33
8633,47,2018-11-17,7809,7,1115.57,3.45
8634,3084,2022-10-15,14926,21,710.76,3.86
8635,1880,2021-09-25,8782,18,487.89,1.19
8636,1380,2023-07-16,6203,13,477.15,4.81
8637,1537,2022-02-25,10925,14,780.36,2.04
8638,3599,2022-05-11,12724,20,636.2,3.67
8639,3167,2022-05-23,1462,21,69.62,0.19
8640,4772,2019-12-29,1001,11,91.0,0.93
8641,2897,2021-10-05,7566,9,840.67,4.19
8642,3917,2020-04-04,3143,18,174.61,0.45
8643,1158,2019-06-28,12048,20,602.4,0.78
8644,3899,2023-03-19,5592,22,254.18,2.88
8645,1388,2022-10-03,5355,18,297.5,2.2
8646,4843,2019-11-30,7563,13,581.77,1.88
8647,713,2018-07-29,13608,12,1134.0,0.24
8648,1353,2019-11-06,12193,9,1354.78,1.36
8649,4343,2023-01-17,5345,7,763.57,1.53
8650,3135,2018-02-20,5872,19,309.05,4.79
8651,4192,2022-09-18,12457,7,1779.57,4.53
8652,1760,2018-03-18,4169,15,277.93,2.91
8653,637,2023-07-16,13332,21,634.86,3.58
8654,4480,2021-04-26,13650,24,568.75,1.01
8655,1733,2023-12-31,9746,16,609.12,0.85
8656,1457,2018-10-26,12252,21,583.43,1.69
8657,1875,2022-08-23,2348,13,180.62,3.31
8658,2362,2018-01-11,6879,9,764.33,2.88
8659,4613,2022-10-20,7834,8,979.25,4.13
8660,4270,2023-04-03,5653,20,282.65,4.26
8661,1009,2022-03-16,6564,12,547.0,1.01
8662,4660,2018-09-19,13512,16,844.5,2.95
8663,4650,2023-10-25,13229,9,1469.89,1.35
8664,759,2018-06-11,7547,6,1257.83,4.62
8665,1459,2020-09-06,7155,8,894.38,1.6
8666,585,2022-02-11,7019,9,779.89,0.99
8667,3830,2022-11-15,5434,13,418.0,3.89
8668,294,2021-01-31,6992,9,776.89,4.68
8669,4399,2021-12-29,9568,8,1196.0,0.85
8670,4977,2022-05-10,12116,20,605.8,1.21
8671,4930,2022-03-19,6776,22,308.0,3.11
8672,4168,2022-02-05,14931,14,1066.5,3.03
8673,2750,2021-11-17,2863,24,119.29,1.38
8674,13,2022-11-11,14661,11,1332.82,1.38
8675,4089,2022-07-07,6864,17,403.76,3.65
8676,2650,2021-05-07,1600,22,72.73,4.18
8677,1799,2023-01-06,7774,8,971.75,3.79
8678,3790,2020-10-06,9740,14,695.71,2.03
8679,1773,2022-11-16,14369,22,653.14,1.59
8680,3005,2018-05-01,9818,24,409.08,0.7
8681,267,2018-12-18,13294,7,1899.14,0.63
8682,1617,2020-10-17,4677,11,425.18,3.14
8683,1808,2023-08-27,3530,22,160.45,4.2
8684,4372,2018-08-19,2894,21,137.81,4.36
8685,438,2023-12-29,13479,12,1123.25,1.67
8686,2535,2022-04-11,12305,6,2050.83,4.6
8687,2804,2023-07-23,8154,10,815.4,3.41
8688,678,2021-09-11,14272,8,1784.0,1.44
8689,4591,2023-03-28,12757,23,554.65,0.59
8690,2850,2021-09-22,1308,9,145.33,1.88
8691,4975,2018-04-09,1751,22,79.59,1.94
8692,3921,2023-10-06,1306,13,100.46,0.52
8693,724,2022-07-16,12975,6,2162.5,0.96
8694,2001,2020-03-28,4682,11,425.64,4.49
8695,1750,2022-07-27,1663,16,103.94,3.18
8696,2108,2022-12-21,4203,16,262.69,1.93
8697,2662,2023-01-22,14472,9,1608.0,2.39
8698,305,2022-02-26,4361,13,335.46,1.89
8699,3830,2023-12-29,5431,22,246.86,3.24
8700,4499,2020-08-06,9828,6,1638.0,4.49
8701,3862,2023-10-19,14341,24,597.54,3.03
8702,653,2020-07-22,6432,11,584.73,4.37
8703,1924,2018-04-28,6315,23,274.57,3.08
8704,3360,2018-07-12,13523,12,1126.92,3.19
8705,3075,2021-06-06,6735,12,561.25,1.59
8706,2918,2023-01-10,8049,21,383.29,4.58
8707,1689,2023-06-24,13880,19,730.53,4.97
