ID do Cliente,Nome,Sexo,Idade,Faixa Etária,Renda Mensal,Cidade,Estado,Região,Nível de Escolaridade
4006,Cliente 4006,Feminino,61,56+,3773,Goiânia,GO,Centro-Oeste,Médio
4007,Cliente 4007,Masculino,33,26-35,3265,Manaus,AM,Norte,Médio
4008,Cliente 4008,Masculino,44,36-45,9975,Goiânia,GO,Centro-Oeste,Médio
4009,Cliente 4009,Feminino,40,36-45,4171,Belém,PA,Norte,Fundamental
4010,Cliente 4010,Masculino,40,36-45,9108,Florianópolis,SC,Sul,Fundamental
4011,Cliente 4011,Feminino,35,26-35,5604,Belém,PA,Norte,Fundamental
4012,Cliente 4012,Feminino,63,56+,8336,Manaus,AM,Norte,Médio
4013,Cliente 4013,Masculino,63,56+,7811,Recife,PE,Nordeste,Pós-graduação
4014,Cliente 4014,Feminino,44,36-45,5520,Belém,PA,Norte,Pós-graduação
4015,Cliente 4015,Feminino,50,46-55,2764,Belo Horizonte,MG,Sudeste,Médio
4016,Cliente 4016,Masculino,42,36-45,8044,Curitiba,PR,Sul,Superior
4017,Cliente 4017,Feminino,61,56+,8620,São Paulo,SP,Sudeste,Médio
4018,Cliente 4018,Feminino,26,26-35,5354,Porto Velho,RO,Norte,Médio
4019,Cliente 4019,Masculino,41,36-45,7291,São Luís,MA,Nordeste,Fundamental
4020,Cliente 4020,Masculino,62,56+,7363,Belém,PA,Norte,Fundamental
4021,Cliente 4021,Feminino,25,18-25,9877,Florianópolis,SC,Sul,Pós-graduação
4022,Cliente 4022,Masculino,20,18-25,2938,Florianópolis,SC,Sul,Pós-graduação
4023,Cliente 4023,Masculino,46,46-55,7294,Manaus,AM,Norte,Pós-graduação
4024,Cliente 4024,Feminino,28,26-35,4801,Vitória,ES,Sudeste,Superior
4025,Cliente 4025,Feminino,58,56+,7752,Curitiba,PR,Sul,Pós-graduação
4026,Cliente 4026,Feminino,18,18-25,7238,Rio Branco,AC,Norte,Superior
4027,Cliente 4027,Masculino,45,36-45,6152,Rio de Janeiro,RJ,Sudeste,Médio
4028,Cliente 4028,Feminino,50,46-55,6617,Rio de Janeiro,RJ,Sudeste,Superior
4029,Cliente 4029,Feminino,38,36-45,5680,Recife,PE,Nordeste,Médio
4030,Cliente 4030,Feminino,27,26-35,8843,Curitiba,PR,Sul,Pós-graduação
4031,Cliente 4031,Masculino,56,56+,4407,Vitória,ES,Sudeste,Fundamental
4032,Cliente 4032,Feminino,41,36-45,5390,Goiânia,GO,Centro-Oeste,Fundamental
4033,Cliente 4033,Masculino,27,26-35,4280,Goiânia,GO,Centro-Oeste,Superior
4034,Cliente 4034,Masculino,40,36-45,6763,Florianópolis,SC,Sul,Fundamental
4035,Cliente 4035,Feminino,27,26-35,9621,Belém,PA,Norte,Superior
4036,Cliente 4036,Masculino,45,36-45,9116,Manaus,AM,Norte,Médio
4037,Cliente 4037,Masculino,25,18-25,8756,Porto Alegre,RS,Sul,Médio
4038,Cliente 4038,Masculino,63,56+,3716,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4039,Cliente 4039,Feminino,31,26-35,4517,Florianópolis,SC,Sul,Superior
4040,Cliente 4040,Masculino,45,36-45,6652,Curitiba,PR,Sul,Pós-graduação
4041,Cliente 4041,Masculino,51,46-55,2663,Rio de Janeiro,RJ,Sudeste,Médio
4042,Cliente 4042,Feminino,24,18-25,7241,Recife,PE,Nordeste,Superior
4043,Cliente 4043,Feminino,65,56+,7108,Porto Alegre,RS,Sul,Superior
4044,Cliente 4044,Feminino,54,46-55,8431,Vitória,ES,Sudeste,Fundamental
4045,Cliente 4045,Masculino,38,36-45,3847,Rio de Janeiro,RJ,Sudeste,Superior
4046,Cliente 4046,Masculino,28,26-35,5310,Recife,PE,Nordeste,Superior
4047,Cliente 4047,Feminino,18,18-25,9662,Porto Alegre,RS,Sul,Fundamental
4048,Cliente 4048,Feminino,52,46-55,2824,Florianópolis,SC,Sul,Pós-graduação
4049,Cliente 4049,Masculino,55,46-55,6916,Porto Alegre,RS,Sul,Médio
4050,Cliente 4050,Masculino,61,56+,8483,Rio de Janeiro,RJ,Sudeste,Superior
4051,Cliente 4051,Masculino,61,56+,5396,Belém,PA,Norte,Pós-graduação
4052,Cliente 4052,Feminino,59,56+,3551,Campo Grande,MS,Centro-Oeste,Pós-graduação
4053,Cliente 4053,Masculino,23,18-25,4522,Brasília,DF,Centro-Oeste,Fundamental
4054,Cliente 4054,Feminino,36,36-45,8227,São Paulo,SP,Sudeste,Pós-graduação
4055,Cliente 4055,Masculino,19,18-25,3436,Manaus,AM,Norte,Superior
4056,Cliente 4056,Feminino,44,36-45,3371,Recife,PE,Nordeste,Fundamental
4057,Cliente 4057,Feminino,21,18-25,7620,Belém,PA,Norte,Superior
4058,Cliente 4058,Masculino,44,36-45,4738,Belém,PA,Norte,Fundamental
4059,Cliente 4059,Masculino,32,26-35,9275,Rio de Janeiro,RJ,Sudeste,Fundamental
4060,Cliente 4060,Masculino,26,26-35,9076,Curitiba,PR,Sul,Fundamental
4061,Cliente 4061,Feminino,60,56+,7097,Brasília,DF,Centro-Oeste,Fundamental
4062,Cliente 4062,Feminino,47,46-55,8275,Porto Alegre,RS,Sul,Fundamental
4063,Cliente 4063,Feminino,57,56+,6131,Vitória,ES,Sudeste,Fundamental
4064,Cliente 4064,Masculino,60,56+,8288,Florianópolis,SC,Sul,Pós-graduação
4065,Cliente 4065,Masculino,20,18-25,7038,Salvador,BA,Nordeste,Superior
4066,Cliente 4066,Feminino,31,26-35,4917,Rio de Janeiro,RJ,Sudeste,Superior
4067,Cliente 4067,Feminino,24,18-25,9278,Recife,PE,Nordeste,Superior
4068,Cliente 4068,Feminino,18,18-25,8992,Rio Branco,AC,Norte,Superior
4069,Cliente 4069,Feminino,53,46-55,8526,Porto Velho,RO,Norte,Médio
4070,Cliente 4070,Masculino,57,56+,6826,São Luís,MA,Nordeste,Fundamental
4071,Cliente 4071,Masculino,55,46-55,9808,São Paulo,SP,Sudeste,Superior
4072,Cliente 4072,Masculino,18,18-25,6219,Campo Grande,MS,Centro-Oeste,Fundamental
4073,Cliente 4073,Masculino,40,36-45,3438,Brasília,DF,Centro-Oeste,Pós-graduação
4074,Cliente 4074,Masculino,41,36-45,2762,Salvador,BA,Nordeste,Médio
4075,Cliente 4075,Feminino,43,36-45,6212,Goiânia,GO,Centro-Oeste,Médio
4076,Cliente 4076,Feminino,43,36-45,7881,Curitiba,PR,Sul,Fundamental
4077,Cliente 4077,Feminino,57,56+,2911,Florianópolis,SC,Sul,Superior
4078,Cliente 4078,Masculino,30,26-35,3076,São Paulo,SP,Sudeste,Pós-graduação
4079,Cliente 4079,Masculino,57,56+,4010,Florianópolis,SC,Sul,Fundamental
4080,Cliente 4080,Feminino,58,56+,9744,Belém,PA,Norte,Médio
4081,Cliente 4081,Masculino,58,56+,2443,Belém,PA,Norte,Pós-graduação
4082,Cliente 4082,Masculino,60,56+,5642,Fortaleza,CE,Nordeste,Pós-graduação
4083,Cliente 4083,Feminino,43,36-45,8935,São Paulo,SP,Sudeste,Médio
4084,Cliente 4084,Feminino,39,36-45,2558,São Luís,MA,Nordeste,Superior
4085,Cliente 4085,Feminino,51,46-55,2722,Porto Velho,RO,Norte,Superior
4086,Cliente 4086,Masculino,41,36-45,4467,São Luís,MA,Nordeste,Fundamental
4087,Cliente 4087,Masculino,26,26-35,5624,São Paulo,SP,Sudeste,Superior
4088,Cliente 4088,Feminino,56,56+,5515,Manaus,AM,Norte,Superior
4089,Cliente 4089,Feminino,37,36-45,7590,Goiânia,GO,Centro-Oeste,Fundamental
4090,Cliente 4090,Masculino,45,36-45,9098,Belo Horizonte,MG,Sudeste,Pós-graduação
4091,Cliente 4091,Feminino,32,26-35,7580,Florianópolis,SC,Sul,Superior
4092,Cliente 4092,Feminino,24,18-25,8775,Manaus,AM,Norte,Superior
4093,Cliente 4093,Masculino,41,36-45,2158,São Paulo,SP,Sudeste,Pós-graduação
4094,Cliente 4094,Feminino,45,36-45,3359,Fortaleza,CE,Nordeste,Superior
4095,Cliente 4095,Masculino,61,56+,9557,São Luís,MA,Nordeste,Superior
4096,Cliente 4096,Feminino,31,26-35,2968,Florianópolis,SC,Sul,Fundamental
4097,Cliente 4097,Masculino,60,56+,7317,Rio de Janeiro,RJ,Sudeste,Superior
4098,Cliente 4098,Masculino,56,56+,6259,Belém,PA,Norte,Fundamental
4099,Cliente 4099,Feminino,55,46-55,3977,Rio Branco,AC,Norte,Fundamental
4100,Cliente 4100,Feminino,35,26-35,5380,Porto Velho,RO,Norte,Pós-graduação
4101,Cliente 4101,Masculino,62,56+,3379,Recife,PE,Nordeste,Médio
4102,Cliente 4102,Masculino,23,18-25,3675,São Paulo,SP,Sudeste,Médio
4103,Cliente 4103,Feminino,47,46-55,6795,Brasília,DF,Centro-Oeste,Médio
4104,Cliente 4104,Feminino,60,56+,7881,Belém,PA,Norte,Médio
4105,Cliente 4105,Masculino,44,36-45,7458,Recife,PE,Nordeste,Pós-graduação
4106,Cliente 4106,Feminino,62,56+,5720,Porto Velho,RO,Norte,Superior
4107,Cliente 4107,Feminino,46,46-55,5087,Goiânia,GO,Centro-Oeste,Pós-graduação
4108,Cliente 4108,Feminino,44,36-45,3053,Goiânia,GO,Centro-Oeste,Fundamental
4109,Cliente 4109,Feminino,39,36-45,6736,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4110,Cliente 4110,Feminino,18,18-25,5017,Porto Alegre,RS,Sul,Fundamental
4111,Cliente 4111,Masculino,60,56+,7435,Salvador,BA,Nordeste,Fundamental
4112,Cliente 4112,Masculino,58,56+,9977,Porto Alegre,RS,Sul,Fundamental
4113,Cliente 4113,Feminino,58,56+,6398,Belém,PA,Norte,Superior
4114,Cliente 4114,Masculino,63,56+,6267,Porto Velho,RO,Norte,Pós-graduação
4115,Cliente 4115,Masculino,64,56+,3955,Florianópolis,SC,Sul,Superior
4116,Cliente 4116,Masculino,37,36-45,5697,Curitiba,PR,Sul,Fundamental
4117,Cliente 4117,Masculino,54,46-55,2375,São Luís,MA,Nordeste,Superior
4118,Cliente 4118,Masculino,23,18-25,5092,Brasília,DF,Centro-Oeste,Fundamental
4119,Cliente 4119,Feminino,42,36-45,7261,Recife,PE,Nordeste,Pós-graduação
4120,Cliente 4120,Masculino,48,46-55,2161,Rio Branco,AC,Norte,Fundamental
4121,Cliente 4121,Masculino,35,26-35,8630,Florianópolis,SC,Sul,Médio
4122,Cliente 4122,Feminino,63,56+,7421,Manaus,AM,Norte,Pós-graduação
4123,Cliente 4123,Masculino,34,26-35,8029,Brasília,DF,Centro-Oeste,Médio
4124,Cliente 4124,Masculino,46,46-55,8602,Rio Branco,AC,Norte,Superior
4125,Cliente 4125,Masculino,61,56+,2998,São Luís,MA,Nordeste,Fundamental
4126,Cliente 4126,Feminino,25,18-25,3389,Brasília,DF,Centro-Oeste,Médio
4127,Cliente 4127,Masculino,53,46-55,9327,Florianópolis,SC,Sul,Médio
4128,Cliente 4128,Masculino,40,36-45,8185,Rio de Janeiro,RJ,Sudeste,Superior
4129,Cliente 4129,Masculino,49,46-55,2895,Curitiba,PR,Sul,Médio
4130,Cliente 4130,Feminino,59,56+,8084,São Paulo,SP,Sudeste,Fundamental
4131,Cliente 4131,Feminino,45,36-45,9755,Campo Grande,MS,Centro-Oeste,Médio
4132,Cliente 4132,Masculino,62,56+,2294,Rio Branco,AC,Norte,Pós-graduação
4133,Cliente 4133,Feminino,22,18-25,7681,São Paulo,SP,Sudeste,Fundamental
4134,Cliente 4134,Feminino,24,18-25,8306,São Luís,MA,Nordeste,Superior
4135,Cliente 4135,Feminino,31,26-35,8797,Curitiba,PR,Sul,Pós-graduação
4136,Cliente 4136,Feminino,26,26-35,8807,Curitiba,PR,Sul,Pós-graduação
4137,Cliente 4137,Feminino,64,56+,7637,Goiânia,GO,Centro-Oeste,Médio
4138,Cliente 4138,Masculino,32,26-35,9651,Curitiba,PR,Sul,Pós-graduação
4139,Cliente 4139,Feminino,25,18-25,9447,Salvador,BA,Nordeste,Superior
4140,Cliente 4140,Masculino,20,18-25,6261,Belo Horizonte,MG,Sudeste,Pós-graduação
4141,Cliente 4141,Masculino,42,36-45,4860,Curitiba,PR,Sul,Médio
4142,Cliente 4142,Feminino,47,46-55,3112,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4143,Cliente 4143,Feminino,22,18-25,7764,Curitiba,PR,Sul,Fundamental
4144,Cliente 4144,Masculino,59,56+,2858,Porto Alegre,RS,Sul,Pós-graduação
4145,Cliente 4145,Feminino,38,36-45,2883,Campo Grande,MS,Centro-Oeste,Médio
4146,Cliente 4146,Feminino,26,26-35,5617,Goiânia,GO,Centro-Oeste,Médio
4147,Cliente 4147,Masculino,63,56+,5937,Salvador,BA,Nordeste,Médio
4148,Cliente 4148,Feminino,22,18-25,2453,São Luís,MA,Nordeste,Médio
4149,Cliente 4149,Masculino,65,56+,2887,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4150,Cliente 4150,Masculino,45,36-45,8450,Belo Horizonte,MG,Sudeste,Superior
4151,Cliente 4151,Masculino,65,56+,8804,Fortaleza,CE,Nordeste,Pós-graduação
4152,Cliente 4152,Feminino,23,18-25,6323,Rio Branco,AC,Norte,Fundamental
4153,Cliente 4153,Masculino,28,26-35,5787,Belo Horizonte,MG,Sudeste,Médio
4154,Cliente 4154,Masculino,47,46-55,6882,Vitória,ES,Sudeste,Médio
4155,Cliente 4155,Feminino,33,26-35,7100,Porto Velho,RO,Norte,Superior
4156,Cliente 4156,Feminino,34,26-35,6782,Salvador,BA,Nordeste,Médio
4157,Cliente 4157,Masculino,60,56+,5990,Porto Velho,RO,Norte,Pós-graduação
4158,Cliente 4158,Feminino,20,18-25,4333,Vitória,ES,Sudeste,Superior
4159,Cliente 4159,Feminino,18,18-25,5047,Porto Alegre,RS,Sul,Médio
4160,Cliente 4160,Masculino,54,46-55,3520,Brasília,DF,Centro-Oeste,Médio
4161,Cliente 4161,Feminino,45,36-45,2311,Fortaleza,CE,Nordeste,Fundamental
4162,Cliente 4162,Feminino,64,56+,2547,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4163,Cliente 4163,Feminino,54,46-55,3189,Brasília,DF,Centro-Oeste,Pós-graduação
4164,Cliente 4164,Masculino,29,26-35,8680,Goiânia,GO,Centro-Oeste,Superior
4165,Cliente 4165,Masculino,49,46-55,2403,Belém,PA,Norte,Pós-graduação
4166,Cliente 4166,Masculino,27,26-35,9630,Fortaleza,CE,Nordeste,Médio
4167,Cliente 4167,Masculino,61,56+,8104,Florianópolis,SC,Sul,Fundamental
4168,Cliente 4168,Masculino,47,46-55,6218,Rio de Janeiro,RJ,Sudeste,Médio
4169,Cliente 4169,Masculino,38,36-45,8170,Porto Alegre,RS,Sul,Pós-graduação
4170,Cliente 4170,Feminino,65,56+,5065,Florianópolis,SC,Sul,Fundamental
4171,Cliente 4171,Masculino,63,56+,7048,São Paulo,SP,Sudeste,Médio
4172,Cliente 4172,Masculino,18,18-25,4422,Belém,PA,Norte,Pós-graduação
4173,Cliente 4173,Masculino,28,26-35,5024,Florianópolis,SC,Sul,Fundamental
4174,Cliente 4174,Feminino,31,26-35,8482,Brasília,DF,Centro-Oeste,Pós-graduação
4175,Cliente 4175,Masculino,22,18-25,6131,Fortaleza,CE,Nordeste,Superior
4176,Cliente 4176,Feminino,64,56+,8258,Fortaleza,CE,Nordeste,Pós-graduação
4177,Cliente 4177,Masculino,42,36-45,6809,Manaus,AM,Norte,Pós-graduação
4178,Cliente 4178,Masculino,55,46-55,2505,Vitória,ES,Sudeste,Médio
4179,Cliente 4179,Masculino,20,18-25,6226,Rio Branco,AC,Norte,Pós-graduação
4180,Cliente 4180,Masculino,51,46-55,9003,Florianópolis,SC,Sul,Superior
4181,Cliente 4181,Masculino,34,26-35,3438,Florianópolis,SC,Sul,Superior
4182,Cliente 4182,Masculino,39,36-45,2122,São Luís,MA,Nordeste,Fundamental
4183,Cliente 4183,Feminino,39,36-45,7551,Rio de Janeiro,RJ,Sudeste,Médio
4184,Cliente 4184,Feminino,62,56+,9090,Curitiba,PR,Sul,Fundamental
4185,Cliente 4185,Masculino,40,36-45,6087,Campo Grande,MS,Centro-Oeste,Fundamental
4186,Cliente 4186,Feminino,25,18-25,9953,São Paulo,SP,Sudeste,Médio
4187,Cliente 4187,Masculino,22,18-25,6455,Salvador,BA,Nordeste,Pós-graduação
4188,Cliente 4188,Feminino,61,56+,9880,Manaus,AM,Norte,Fundamental
4189,Cliente 4189,Feminino,27,26-35,3228,Campo Grande,MS,Centro-Oeste,Superior
4190,Cliente 4190,Masculino,27,26-35,4549,Rio de Janeiro,RJ,Sudeste,Fundamental
4191,Cliente 4191,Masculino,40,36-45,2036,Belo Horizonte,MG,Sudeste,Fundamental
4192,Cliente 4192,Feminino,33,26-35,3993,Curitiba,PR,Sul,Médio
4193,Cliente 4193,Feminino,43,36-45,7500,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4194,Cliente 4194,Masculino,31,26-35,8383,Fortaleza,CE,Nordeste,Médio
4195,Cliente 4195,Feminino,63,56+,6744,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4196,Cliente 4196,Feminino,24,18-25,7498,São Luís,MA,Nordeste,Superior
4197,Cliente 4197,Feminino,20,18-25,4963,Fortaleza,CE,Nordeste,Pós-graduação
4198,Cliente 4198,Masculino,25,18-25,5052,Belo Horizonte,MG,Sudeste,Médio
4199,Cliente 4199,Feminino,48,46-55,2090,Recife,PE,Nordeste,Fundamental
4200,Cliente 4200,Masculino,64,56+,9170,Florianópolis,SC,Sul,Pós-graduação
4201,Cliente 4201,Feminino,50,46-55,4656,São Luís,MA,Nordeste,Pós-graduação
4202,Cliente 4202,Feminino,52,46-55,4953,Belo Horizonte,MG,Sudeste,Fundamental
4203,Cliente 4203,Masculino,32,26-35,4104,Campo Grande,MS,Centro-Oeste,Superior
4204,Cliente 4204,Masculino,21,18-25,5463,Campo Grande,MS,Centro-Oeste,Médio
4205,Cliente 4205,Feminino,58,56+,7754,Curitiba,PR,Sul,Superior
4206,Cliente 4206,Feminino,57,56+,3294,Goiânia,GO,Centro-Oeste,Superior
4207,Cliente 4207,Feminino,25,18-25,6466,Belém,PA,Norte,Fundamental
4208,Cliente 4208,Feminino,61,56+,7878,Fortaleza,CE,Nordeste,Médio
4209,Cliente 4209,Masculino,57,56+,6795,Brasília,DF,Centro-Oeste,Superior
4210,Cliente 4210,Masculino,27,26-35,3691,Salvador,BA,Nordeste,Superior
4211,Cliente 4211,Masculino,65,56+,4735,Campo Grande,MS,Centro-Oeste,Fundamental
4212,Cliente 4212,Feminino,28,26-35,6617,Manaus,AM,Norte,Médio
4213,Cliente 4213,Feminino,37,36-45,5381,São Luís,MA,Nordeste,Médio
4214,Cliente 4214,Feminino,58,56+,6776,Campo Grande,MS,Centro-Oeste,Fundamental
4215,Cliente 4215,Masculino,60,56+,2162,Recife,PE,Nordeste,Fundamental
4216,Cliente 4216,Masculino,50,46-55,3310,Curitiba,PR,Sul,Fundamental
4217,Cliente 4217,Masculino,50,46-55,6198,Fortaleza,CE,Nordeste,Médio
4218,Cliente 4218,Masculino,19,18-25,2572,Porto Velho,RO,Norte,Superior
4219,Cliente 4219,Masculino,52,46-55,4521,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4220,Cliente 4220,Feminino,31,26-35,6166,Campo Grande,MS,Centro-Oeste,Superior
4221,Cliente 4221,Feminino,62,56+,2294,Porto Velho,RO,Norte,Médio
4222,Cliente 4222,Masculino,55,46-55,2936,Porto Alegre,RS,Sul,Pós-graduação
4223,Cliente 4223,Feminino,50,46-55,7981,Curitiba,PR,Sul,Médio
4224,Cliente 4224,Feminino,57,56+,2485,Recife,PE,Nordeste,Pós-graduação
4225,Cliente 4225,Masculino,26,26-35,2567,Curitiba,PR,Sul,Pós-graduação
4226,Cliente 4226,Feminino,57,56+,6009,Manaus,AM,Norte,Pós-graduação
4227,Cliente 4227,Feminino,20,18-25,7860,Vitória,ES,Sudeste,Fundamental
4228,Cliente 4228,Feminino,20,18-25,3413,São Luís,MA,Nordeste,Médio
4229,Cliente 4229,Feminino,20,18-25,5565,Belém,PA,Norte,Pós-graduação
4230,Cliente 4230,Masculino,58,56+,2189,Vitória,ES,Sudeste,Pós-graduação
4231,Cliente 4231,Feminino,61,56+,4548,Porto Alegre,RS,Sul,Fundamental
4232,Cliente 4232,Masculino,53,46-55,8859,Vitória,ES,Sudeste,Superior
4233,Cliente 4233,Masculino,29,26-35,5806,Goiânia,GO,Centro-Oeste,Fundamental
4234,Cliente 4234,Feminino,54,46-55,2257,Curitiba,PR,Sul,Pós-graduação
4235,Cliente 4235,Masculino,59,56+,9943,Porto Velho,RO,Norte,Pós-graduação
4236,Cliente 4236,Masculino,31,26-35,3923,Belém,PA,Norte,Superior
4237,Cliente 4237,Masculino,44,36-45,4298,Goiânia,GO,Centro-Oeste,Pós-graduação
4238,Cliente 4238,Feminino,26,26-35,6362,Curitiba,PR,Sul,Superior
4239,Cliente 4239,Feminino,21,18-25,2747,Campo Grande,MS,Centro-Oeste,Superior
4240,Cliente 4240,Masculino,27,26-35,8459,Rio Branco,AC,Norte,Médio
4241,Cliente 4241,Masculino,23,18-25,8404,Florianópolis,SC,Sul,Fundamental
4242,Cliente 4242,Masculino,33,26-35,9202,Manaus,AM,Norte,Médio
4243,Cliente 4243,Feminino,40,36-45,6654,Fortaleza,CE,Nordeste,Superior
4244,Cliente 4244,Feminino,58,56+,8909,Belém,PA,Norte,Fundamental
4245,Cliente 4245,Feminino,26,26-35,4464,Recife,PE,Nordeste,Médio
4246,Cliente 4246,Feminino,54,46-55,9464,Goiânia,GO,Centro-Oeste,Pós-graduação
4247,Cliente 4247,Masculino,20,18-25,9870,São Paulo,SP,Sudeste,Superior
4248,Cliente 4248,Masculino,61,56+,9030,Campo Grande,MS,Centro-Oeste,Fundamental
4249,Cliente 4249,Feminino,60,56+,5687,Rio de Janeiro,RJ,Sudeste,Fundamental
4250,Cliente 4250,Masculino,38,36-45,4483,Curitiba,PR,Sul,Superior
4251,Cliente 4251,Feminino,44,36-45,7537,Manaus,AM,Norte,Superior
4252,Cliente 4252,Feminino,33,26-35,3305,Florianópolis,SC,Sul,Superior
4253,Cliente 4253,Feminino,30,26-35,6230,Salvador,BA,Nordeste,Médio
4254,Cliente 4254,Masculino,20,18-25,8104,Belo Horizonte,MG,Sudeste,Superior
4255,Cliente 4255,Masculino,63,56+,3200,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4256,Cliente 4256,Masculino,32,26-35,3627,Rio de Janeiro,RJ,Sudeste,Fundamental
4257,Cliente 4257,Feminino,41,36-45,2181,Fortaleza,CE,Nordeste,Médio
4258,Cliente 4258,Feminino,26,26-35,7565,Fortaleza,CE,Nordeste,Superior
4259,Cliente 4259,Feminino,44,36-45,2525,Recife,PE,Nordeste,Médio
4260,Cliente 4260,Feminino,21,18-25,8738,Vitória,ES,Sudeste,Superior
4261,Cliente 4261,Feminino,35,26-35,5227,Rio Branco,AC,Norte,Fundamental
4262,Cliente 4262,Feminino,27,26-35,9844,Manaus,AM,Norte,Médio
4263,Cliente 4263,Feminino,56,56+,4617,Vitória,ES,Sudeste,Pós-graduação
4264,Cliente 4264,Feminino,65,56+,4594,São Luís,MA,Nordeste,Fundamental
4265,Cliente 4265,Feminino,49,46-55,3671,Campo Grande,MS,Centro-Oeste,Médio
4266,Cliente 4266,Feminino,59,56+,4861,Campo Grande,MS,Centro-Oeste,Pós-graduação
4267,Cliente 4267,Feminino,24,18-25,4930,Belo Horizonte,MG,Sudeste,Fundamental
4268,Cliente 4268,Feminino,37,36-45,8603,Curitiba,PR,Sul,Superior
4269,Cliente 4269,Feminino,65,56+,3573,Curitiba,PR,Sul,Superior
4270,Cliente 4270,Masculino,57,56+,4182,Curitiba,PR,Sul,Fundamental
4271,Cliente 4271,Feminino,50,46-55,6913,Rio de Janeiro,RJ,Sudeste,Fundamental
4272,Cliente 4272,Feminino,30,26-35,5368,Rio de Janeiro,RJ,Sudeste,Superior
4273,Cliente 4273,Feminino,24,18-25,3836,São Luís,MA,Nordeste,Pós-graduação
4274,Cliente 4274,Feminino,54,46-55,7362,Porto Alegre,RS,Sul,Pós-graduação
4275,Cliente 4275,Feminino,41,36-45,5303,São Paulo,SP,Sudeste,Fundamental
4276,Cliente 4276,Masculino,27,26-35,9168,Goiânia,GO,Centro-Oeste,Fundamental
4277,Cliente 4277,Feminino,65,56+,5673,Rio Branco,AC,Norte,Médio
4278,Cliente 4278,Masculino,44,36-45,5461,Recife,PE,Nordeste,Pós-graduação
4279,Cliente 4279,Masculino,28,26-35,3014,Porto Alegre,RS,Sul,Pós-graduação
4280,Cliente 4280,Masculino,48,46-55,4607,Vitória,ES,Sudeste,Superior
4281,Cliente 4281,Feminino,33,26-35,2106,Brasília,DF,Centro-Oeste,Fundamental
4282,Cliente 4282,Masculino,35,26-35,8532,Belo Horizonte,MG,Sudeste,Médio
4283,Cliente 4283,Feminino,30,26-35,2587,Brasília,DF,Centro-Oeste,Fundamental
4284,Cliente 4284,Masculino,60,56+,5808,Belém,PA,Norte,Superior
4285,Cliente 4285,Feminino,63,56+,7947,Curitiba,PR,Sul,Pós-graduação
4286,Cliente 4286,Feminino,22,18-25,9192,Brasília,DF,Centro-Oeste,Pós-graduação
4287,Cliente 4287,Masculino,20,18-25,5005,Belém,PA,Norte,Superior
4288,Cliente 4288,Feminino,30,26-35,4389,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4289,Cliente 4289,Feminino,56,56+,9936,Manaus,AM,Norte,Superior
4290,Cliente 4290,Feminino,34,26-35,2547,Florianópolis,SC,Sul,Superior
4291,Cliente 4291,Feminino,21,18-25,2614,Florianópolis,SC,Sul,Superior
4292,Cliente 4292,Masculino,36,36-45,7960,Belo Horizonte,MG,Sudeste,Superior
4293,Cliente 4293,Masculino,26,26-35,6322,Brasília,DF,Centro-Oeste,Superior
4294,Cliente 4294,Masculino,56,56+,5881,Rio de Janeiro,RJ,Sudeste,Fundamental
4295,Cliente 4295,Masculino,49,46-55,2143,Campo Grande,MS,Centro-Oeste,Fundamental
4296,Cliente 4296,Masculino,35,26-35,3462,São Paulo,SP,Sudeste,Superior
4297,Cliente 4297,Masculino,64,56+,9880,Rio de Janeiro,RJ,Sudeste,Pós-graduação
4298,Cliente 4298,Feminino,57,56+,2661,Vitória,ES,Sudeste,Pós-graduação
4299,Cliente 4299,Feminino,48,46-55,2496,Florianópolis,SC,Sul,Pós-graduação
4300,Cliente 4300,Feminino,64,56+,6141,Vitória,ES,Sudeste,Pós-graduação
4301,Cliente 4301,Feminino,39,36-45,8414,Curitiba,PR,Sul,Pós-graduação
4302,Cliente 4302,Masculino,26,26-35,7750,Vitória,ES,Sudeste,Superior
4303,Cliente 4303,Feminino,21,18-25,4103,Manaus,AM,Norte,Fundamental
4304,Cliente 4304,Masculino,48,46-55,2261,Curitiba,PR,Sul,Médio
4305,Cliente 4305,Feminino,25,18-25,5289,Goiânia,GO,Centro-Oeste,Pós-graduação
4306,Cliente 4306,Masculino,48,46-55,5208,Recife,PE,Nordeste,Pós-graduação
4307,Cliente 4307,Masculino,20,18-25,3501,Rio Branco,AC,Norte,Fundamental
4308,Cliente 4308,Feminino,19,18-25,2190,Fortaleza,CE,Nordeste,Pós-graduação
4309,Cliente 4309,Masculino,23,18-25,9347,Salvador,BA,Nordeste,Superior
4310,Cliente 4310,Feminino,47,46-55,7886,Manaus,AM,Norte,Pós-graduação
4311,Cliente 4311,Masculino,20,18-25,6713,Vitória,ES,Sudeste,Fundamental
4312,Cliente 4312,Masculino,27,26-35,2312,Porto Velho,RO,Norte,Fundamental
